"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","혼합제제","오사카부","2016-08-02","45","불검출","불검출","적합"
"14","과.채가공품","훗카이도","2016-06-30","31","불검출","불검출","적합"
"15","국수","아이치현","2016-07-18","2,218","불검출","불검출","적합"
"16","볶은커피","사가현","2016-07-08","41","불검출","불검출","적합"
"17","드레싱","나가사키현","2016-04-19","993","불검출","불검출","적합"
"18","양조간장","지바현","2016-06-28","190","불검출","불검출","적합"
"19","과자(스낵과자)","고치현","2016-06-27","16","불검출","불검출","적합"
"20","곡류가공품","시즈오카현","2016-06-14","600","불검출","불검출","적합"
"21","혼합제제","오이타현","2016-03-10","6,000","불검출","불검출","적합"
"22","캔디류(사탕)","아이치현","2016-07-04","122","불검출","불검출","적합"
"23","소스류","나가사키현","2016-05-28","1,529","불검출","불검출","적합"
"24","소주","미야자키현","2016-07-11","43","불검출","불검출","적합"
"25","베타-카로틴","오사카부","2016-07-20","1,320","불검출","불검출","적합"
"26","소스류","지바현","2016-06-21","77","불검출","불검출","적합"
"27","인스턴트커피","사이타마현","2016-06-25","54","불검출","불검출","적합"
"28","소스류","나가사키현","2016-06-29","389","불검출","불검출","적합"
"29","복합조미식품","효고현","2016-07-20","300","불검출","불검출","적합"
"30","건어포류","에히메현","2016-08-01","215","불검출","불검출","적합"
"31","당류가공품","오카야마현","2016-05-20","16,000","불검출","불검출","적합"
"32","혼합제제","오카야마현","2016-06-03","15","불검출","불검출","적합"
"33","소스류","교토부","2016-07-20","655","불검출","불검출","적합"
"34","양조간장","지바현","2016-06-29","316","불검출","불검출","적합"
"35","복합조미식품","효고현","2016-07-28","600","불검출","불검출","적합"
"36","소스류","나가사키현","2016-06-10","3,733","불검출","불검출","적합"
"37","혼합제제","히로시마현","2016-07-12","90","불검출","불검출","적합"
"38","인스턴트커피","미에현","2016-05-09","192","불검출","불검출","적합"
"39","커피/건조","콜롬비아","","7,000","불검출","불검출","적합"
"40","식초절임","사이타마현","2016-07-22","24","불검출","불검출","적합"
"41","소스류","나가사키현","2016-06-14","1,412","불검출","불검출","적합"
"42","기타식용유지","훗카이도","2016-04-15","112","불검출","불검출","적합"
"43","프로테아제(곰팡이
성:HUT)","아이치현","2016-06-29","20","불검출","불검출","적합"
"44","소주","미야자키현","2016-07-08","43","불검출","불검출","적합"
"45","고구마전분","가고시마현","2015-11-21","37,000","불검출","불검출","적합"
"46","혼합제제","오카야마현","2016-07-27","15","불검출","불검출","적합"
