"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","524,155","-","-","-"
"1","냉동다랑어
(눈다랑어,목살)","대만","2016-08-22","2,488","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2016-08-22","14,400","불검출","불검출","적합"
"3","냉동가자미
(각시가자미)","러시아","2016-08-22","22,000","불검출","불검출","적합"
"4","냉동대구(F)","러시아","2016-08-22","7,074","불검출","불검출","적합"
"5","냉동가자미
(각시가자미)","러시아","2016-08-22","22,000","불검출","불검출","적합"
"6","냉동꽁치","대만","2016-08-22","79,255","불검출","불검출","적합"
"7","냉동꽁치","대만","2016-08-22","86,425","불검출","불검출","적합"
"8","냉동꽁치","대만","2016-08-22","67,871","불검출","불검출","적합"
"9","냉동꽁치","대만","2016-08-22","54,860","불검출","불검출","적합"
"10","냉동꽁치","대만","2016-08-22","64,532","불검출","불검출","적합"
"11","냉동꽁치","대만","2016-08-22","82,000","불검출","불검출","적합"
"12","냉동가자미
(각시가자미)","러시아","2016-08-22","21,250","불검출","불검출","적합"
