"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","가공두부","오사카부","2017-01-23","14,000","불검출","불검출","적합"
"14","가공두부","후쿠오카현","2016-10-01","12,060","불검출","불검출","적합"
"15","혼합제제","오카야마현","2017-01-10","30","불검출","불검출","적합"
"16","소주","교토부","2016-07-11","84","불검출","불검출","적합"
"17","혼합제제","오카야마현","2016-12-22","450","불검출","불검출","적합"
"18","합성착향료","도쿄도","2016-11-16","11","불검출","불검출","적합"
"19","혼합제제","도쿄도","2016-12-19","4,420","불검출","불검출","적합"
"20","기타천연착향료","이바라키현","2017-01-10","60","불검출","불검출","적합"
"21","초콜릿가공품","시즈오카현","2016-12-13","397","불검출","불검출","적합"
"22","밀크초콜릿","시즈오카현","2016-12-21","173","불검출","불검출","적합"
"23","혼합제제","나가노현","2017-01-11","25","불검출","불검출","적합"
"24","청주","교토부","2016-10-18","72","불검출","불검출","적합"
"25","혼합제제","군마현","2017-01-18","100","불검출","불검출","적합"
"26","카레","니가타현","2016-12-05","1,200","불검출","불검출","적합"
"27","합성착향료","히로시마현","2017-01-13","30","불검출","불검출","적합"
"28","칼슘","이와테현","2017-01-10","60","불검출","불검출","적합"
"29","혼합제제","미에현","2016-12-26","3,552","불검출","불검출","적합"
"30","즉석조리식품","가나가와현","2017-01-17","1,375","불검출","불검출","적합"
"31","즉석조리식품","오카야마현","2016-12-09","10","불검출","불검출","적합"
"32","젖산나트륨","이바라키현","2016-12-28","2,000","불검출","불검출","적합"
"33","초콜릿가공품","사이타마현","2017-01-15","1,008","불검출","불검출","적합"
"34","카레","니가타현","2017-01-05","600","불검출","불검출","적합"
"35","합성착향료","지바현","2017-01-10","24","불검출","불검출","적합"
"36","빵류(케이크)","훗카이도","2017-01-09","432","불검출","불검출","적합"
"37","볶은커피","효고현","2017-01-13","11,958","불검출","불검출","적합"
"38","가공두부","후쿠오카현","2017-01-10","12,060","불검출","불검출","적합"
"39","볶은커피","효고현","2017-01-20","134","불검출","불검출","적합"
"40","준초콜릿","사이타마현","2017-01-15","176","불검출","불검출","적합"
"41","초콜릿가공품","사이타마현","2017-01-16","175","불검출","불검출","적합"
"42","즉석조리식품","오카야마현","2017-01-04","561","불검출","불검출","적합"
"43","당류가공품","교토부","2016-12-22","359","불검출","불검출","적합"
"44","폴리글리세린지방
산에스테르","미에현","2016-07-07","300","불검출","불검출","적합"
"45","초콜릿가공품","사이타마현","2017-01-14","164","불검출","불검출","적합"
"46","혼합제제","오카야마현","2017-01-17","60","불검출","불검출","적합"
