"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","152,886.3","-","-","-"
"1","활돔(참돔)","에히메현","2017-02-09","4,842","불검출","불검출","적합"
"2","활방어","에히메현","2017-02-09","2,743","불검출","불검출","적합"
"3","활장어(먹장어)","나가사키현","2017-02-09","1,033","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-02-09","8,000","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2017-02-09","8,000","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2017-02-09","8,000","불검출","불검출","적합"
"7","냉장다랑어
(가다랑어)","후쿠오카현","2017-02-09","21.5","불검출","불검출","적합"
"8","냉장전갱이
(흑점줄전갱이)","후쿠오카현","2017-02-09","17.6","불검출","불검출","적합"
"9","냉장돔(금눈돔)","후쿠오카현","2017-02-09","7.2","불검출","불검출","적합"
"10","활가리비","홋카이도","2017-02-09","7,015","불검출","불검출","적합"
"11","활꼬막(새꼬막)","후쿠오카현","2017-02-09","2,020","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2017-02-09","1,184","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-09","7,000","불검출","불검출","적합"
"14","냉장갈치","오이타현","2017-02-09","575","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-02-09","1,755","불검출","불검출","적합"
