"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건16","-","-","52,451","-","-","-"
"1","활가리비","홋카이도","2016-02-18","6,960","불검출","불검출","적합"
"2","냉장홍어","야마구치현","2016-02-18","850","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-02-18","1,824","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-02-18","5,668","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-02-18","850","불검출","불검출","적합"
"6","활꼬막","후쿠오카현","2016-02-18","680","불검출","불검출","적합"
"7","활꼬막 새꼬막
(
)","후쿠오카현","2016-02-18","460","불검출","불검출","적합"
"8","냉동갈치","에히메현","2016-02-18","14,740","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-02-18","3,510","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-02-18","2,460","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-02-18","1,570","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-02-18","582","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-02-18","3,510","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-02-18","2,460","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-02-18","1,560","불검출","불검출","적합"
"16","냉동갈치","야마구치현","2016-02-18","4,767","불검출","불검출","적합"
