"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","활가리비","홋카이도","2016-02-16","6,970","불검출","불검출","적합"
"18","활가리비","홋카이도","2016-02-16","7,290","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-02-16","8,160","불검출","불검출","적합"
"20","냉장준치","와카야마현","2016-02-16","832","불검출","불검출","적합"
"21","냉장돔 황돔(
)","야마구치현","2016-02-16","65","불검출","불검출","적합"
"22","냉장가오리","야마구치현","2016-02-16","130","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-02-16","5,000","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-02-16","7,595","불검출","불검출","적합"
"25","활꼬막","사가현","2016-02-16","800","불검출","불검출","적합"
"26","활방어","에히메현","2016-02-16","1,620","불검출","불검출","적합"
"27","활꼬막 새꼬막
(
)","사가현","2016-02-16","1,900","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-02-16","640","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-02-16","5,742","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-02-16","1,509","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-02-16","3,000","불검출","불검출","적합"
"32","냉장갈치","와카야마현","2016-02-16","2,000","불검출","불검출","적합"
"33","활돔 벵에돔
(
)","오이타현","2016-02-16","1,599","불검출","불검출","적합"
"34","냉장갈치","야마구치현","2016-02-16","445","불검출","불검출","적합"
