"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건42","-","-","157,948","-","-","-"
"1","냉동방어
(F,
포장횟감
)","나가사키현","2016-02-16","14,995","불검출","불검출","적합"
"2","활방어","구마모토현","2016-02-16","8,464","불검출","불검출","적합"
"3","활방어","에히메현","2016-02-16","3,268","불검출","불검출","적합"
"4","활방어","나가사키현","2016-02-16","14,214","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-02-16","7,500","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-02-16","7,500","불검출","불검출","적합"
"7","냉동다랑어
(
남방참다랑어
)","인도양","2016-02-16","13,000","불검출","불검출","적합"
"8","냉동다랑어
(
눈다랑어 횟감
,F,
)","인도양","2016-02-16","3,170","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-02-16","7,468","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-02-16","2,030","불검출","불검출","적합"
"11","냉장갈치","효고현","2016-02-16","1,424","불검출","불검출","적합"
"12","냉장갈치","효고현","2016-02-16","1,024","불검출","불검출","적합"
"13","냉장병어","효고현","2016-02-16","64","불검출","불검출","적합"
"14","냉장병어","와카야마현","2016-02-16","16","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-02-16","5,090","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-02-16","3,408","불검출","불검출","적합"
