"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","활조개 비단조개
(
)","홋카이도","2016-02-17","492","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-02-17","2,873","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-02-17","1,150","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-02-17","7,838","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-02-17","6,980","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-02-17","7,500","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-02-17","7,410","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-02-17","10,840","불검출","불검출","적합"
"25","냉장대구","야마가타현","2016-02-17","816","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2016-02-17","4,733","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-02-17","8,210","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-02-17","4,000","불검출","불검출","적합"
"29","냉장갈치","후쿠오카현","2016-02-17","327","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-02-17","3,000","불검출","불검출","적합"
"31","냉장민어 수조기
(
)","가가와현","2016-02-17","65","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-02-17","3,000","불검출","불검출","적합"
"33","활장어 먹장어
(
)","나가사키현","2016-02-17","1,248","불검출","불검출","적합"
"34","냉장가오리","에히메현","2016-02-17","260","불검출","불검출","적합"
