"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","18건","-","-","69,648","-","-","-"
"1","냉장갈치","와카야마현","2015-6-15","1,056","불검출","불검출","적합"
"2","냉장갈치","오이타현","2015-6-15","440","불검출","불검출","적합"
"3","냉장명태","홋카이도","2015-6-15","1,860","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2015-6-15","1,392","불검출","불검출","적합"
"5","냉장가오리","야마구치현","2015-6-15","90","불검출","불검출","적합"
"6","냉동명태","홋카이도","2015-6-15","47,910","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2015-6-15","6,752","불검출","불검출","적합"
"8","냉장갈치","히로시마현","2015-6-15","70","불검출","불검출","적합"
"9","냉장갈치","오이타현","2015-6-15","1,165","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2015-6-15","336","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2015-6-15","1,088","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-6-15","2,780","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2015-6-15","490","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-6-15","2,768","불검출","불검출","적합"
"15","냉장준치","구마모토현","2015-6-15","840","불검출","불검출","적합"
"16","냉장갈치","에히메현","2015-6-15","120","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2015-6-15","352","불검출","불검출","적합"
"18","냉장다랑어(참다랑어)","나가사키현","2015-6-15","139","불검출","불검출","적합"
