"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","101","","132,524","","",""
"1","곡류가공품","후쿠오카현","2016-11-16","4,090","불검출","불검출","적합"
"2","청주","니가타현","2016-11-17","13","불검출","불검출","적합"
"3","과자(비스킷)","니가타현","2016-11-21","202","불검출","불검출","적합"
"4","초콜릿가공품","훗카이도","2016-11-29","216","불검출","불검출","적합"
"5","캔디류(사탕)","미에현","2016-11-24","256","불검출","불검출","적합"
"6","청주","야마가타현","2016-11-07","43","불검출","불검출","적합"
"7","혼합제제","오카야마현","2016-11-25","60","불검출","불검출","적합"
"8","과자(스낵과자)","사이타마현","2016-11-07","180","불검출","불검출","적합"
"9","소스류","에히메현","2016-11-15","504","불검출","불검출","적합"
"10","소스류","에히메현","2016-07-13","360","불검출","불검출","적합"
"11","청주","고치현","2016-11-01","173","불검출","불검출","적합"
"12","청주","이바라키현","2016-11-16","513","불검출","불검출","적합"
"13","빵류(도넛)","후쿠오카현","2016-12-02","122","불검출","불검출","적합"
