"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","143,829.1","-","-","-"
"1","냉동상어
(청상아리,F)","태평양","2016-12-23","3,431","불검출","불검출","적합"
"2","냉동상어
(청상아리,F)","인도양","2016-12-23","3,839","불검출","불검출","적합"
"3","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-12-23","1,120.1","불검출","불검출","적합"
"4","냉동다랑어
(눈다랑어,목살)","태평양","2016-12-23","680","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2016-12-23","8,771","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-12-23","4,100","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-12-23","3,496","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-12-23","8,870","불검출","불검출","적합"
"9","냉장갈치","에히메현","2016-12-23","176","불검출","불검출","적합"
"10","냉장준치","구마모토현","2016-12-23","154","불검출","불검출","적합"
"11","냉장병어","효고현","2016-12-23","290","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-23","2,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-12-23","5,490","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-12-23","5,530","불검출","불검출","적합"
"15","냉동다랑어
(남방참다랑어,목살)","대서양","2016-12-23","306","불검출","불검출","적합"
"16","냉동다랑어
(눈다랑어,목살)","인도양","2016-12-23","2,650","불검출","불검출","적합"
