"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","103","550,396","0","0","70","505,463","1","16","32","44,917"
"4.21","103","550,396","0","0","70","505,463","1","16","32","44,917"
"4.22","","","","","","","","","",""
"4.23","","","","","","","","","",""
"4.24","","","","","","","","","",""
"4.25","","","","","","","","","",""
