"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","청주","도치기현","2014-03-19","518.4","불검출","불검출","적합"
"18","청주","도치기현","2014-03-21","1,555.2","불검출","불검출","적합"
"19","청주","도치기현","2014-03-18","1,555.2","불검출","불검출","적합"
"20","청주","도치기현","2014-03-17","1,036.8","불검출","불검출","적합"
"21","혼합제제","사이타마현","2014-04-03","217","불검출","불검출","적합"
"22","수산물가공품","교토부","2014-03-18","120","불검출","불검출","적합"
"23","튀김식품","히로시마현","2014-03-18","58","불검출","불검출","적합"
"24","수산물가공품","히로시마현","2014-03-19","17.92","불검출","불검출","적합"
"25","튀김식품","오이타현","2014-03-15","300","불검출","불검출","적합"
"26","전분가공품","오사카부","2014-03-17","200","불검출","불검출","적합"
"27","빵류(카스텔라)","히로시마현","2014-03-22","41.6","불검출","불검출","적합"
"28","빵류(케이크)","히로시마현","2014-03-22","20.16","불검출","불검출","적합"
"29","빵류(케이크)","히로시마현","2014-03-22","72","불검출","불검출","적합"
"30","양조간장","아이치현","2014-03-08","540","불검출","불검출","적합"
"31","즉석조리식품","지바현","2014-02-13","28.44","불검출","불검출","적합"
"32","국수","사이타마현","2014-03-18","960","불검출","불검출","적합"
"33","기타가공품(참깨분)","미에현","2014-03-05","72","불검출","불검출","적합"
"34","농산물조림","야마가타현","2014-02-13","140","불검출","불검출","적합"
"35","카레","나가노현","2014-02-14","600","불검출","불검출","적합"
"36","혼합제제","오카야마현","2014-03-18","120","불검출","불검출","적합"
"37","과자(스낵과자)","아이치현","2014-03-13","144.9","불검출","불검출","적합"
"38","과자(스낵과자)","아이치현","2014-03-11","70.2","불검출","불검출","적합"
"39","냉면","효고현","2014-01-17","2,400","불검출","불검출","적합"
"40","혼합제제","미에현","2014-04-02","105","불검출","불검출","적합"
"41","소스류","사이타마현","2014-03-14","161.28","불검출","불검출","적합"
"42","기타가공품","와카야마현","2014-03-24","3,000","불검출","불검출","적합"
"43","혼합제제","오이타현","2014-03-17","100","불검출","불검출","적합"
"44","프로테아제(세균성)","효고현","2014-02-21","240","불검출","불검출","적합"
"45","향미유","사이타마현","2014-03-24","20,500","불검출","불검출","적합"
"46","볶은커피","오사카부","2013-03-25","1,382.4","불검출","불검출","적합"
"47","자당지방산에스테르","미에현","2013-10-23","20","불검출","불검출","적합"
"48","청주","후쿠오카현","2014-01-29","12,426","불검출","불검출","적합"
"49","맥주","후쿠오카현","2014-02-28","104,760","불검출","불검출","적합"
"50","자당지방산에스테르","미에현","2014-01-28","3,600","불검출","불검출","적합"
"51","자당지방산에스테르","미에현","2014-02-19","3,600","불검출","불검출","적합"
"52","맥주","후쿠오카현","2014-02-28","151,200","불검출","불검출","적합"
"53","맥주","후쿠오카현","2014-03-01","99,000","불검출","불검출","적합"
"54","맥주","아이치현","2014-02-14","14,592","불검출","불검출","적합"
"55","맥주","아이치현","2014-03-01","10,100","불검출","불검출","적합"
"56","폴리소르베이트20","와카야마현","2013-07-22","4,032","불검출","불검출","적합"
"57","폴리소르베이트80","와카야마현","2013-11-08","4,032","불검출","불검출","적합"
"58","소르비탄지방산에스테르","와카야마현","2014-02-08","1,020","불검출","불검출","적합"
"59","과자(비스킷)","훗카이도","2014-03-22","155","불검출","불검출","적합"
"60","복합조미식품","훗카이도","2014-03-22","18","불검출","불검출","적합"
"61","소스류","훗카이도","2014-03-20","240","불검출","불검출","적합"
"62","소스류","훗카이도","2014-03-20","180","불검출","불검출","적합"
"63","소스류","훗카이도","2014-01-23","144","불검출","불검출","적합"
"64","수산물가공품","훗카이도","2014-03-19","150","불검출","불검출","적합"
"65","소스류","훗카이도","2014-03-22","468","불검출","불검출","적합"
"66","소스류","훗카이도","2014-02-25","160","불검출","불검출","적합"
