"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","194","768,733","0","0","140","705,229","3","163","51","63,341"
"4.21","103","550,396","0","0","70","505,463","1","16","32","44,917"
"4.22","91","218,337","0","0","70","199,766","2","147","19","18,424"
"4.23","","","","","","","","","",""
"4.24","","","","","","","","","",""
"4.25","","","","","","","","","",""
