"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"43","빵류(그외 빵류)","오사카부","2014-10-30","195","불검출","불검출","적합"
"44","타마린드검","오사카부","2014-06-12","5,000","불검출","불검출","적합"
"45","타마린드검","오사카부","2014-10-28","2,000","불검출","불검출","적합"
"46","캔디류(사탕)","가나가와현","2014-10-21","194.4","불검출","불검출","적합"
"47","캔디류(사탕)","가나가와현","2014-10-23","138.8","불검출","불검출","적합"
"48","캔디류(사탕)","가나가와현","2014-10-21","980.8","불검출","불검출","적합"
"49","청주","아키타현","2014-11-10","345.6","불검출","불검출","적합"
"50","초콜릿가공품","가나가와현","2014-10-22","560.8","불검출","불검출","적합"
"51","준초콜릿","가나가와현","2014-10-17","266.4","불검출","불검출","적합"
"52","초콜릿가공품","가나가와현","2014-10-24","225.6","불검출","불검출","적합"
"53","청주","야마가타현","2014-09-26","86.4","불검출","불검출","적합"
"54","과자(스낵과자)","사이타마현","2014-09-29","224","불검출","불검출","적합"
"55","청주","후쿠오카현","2014-11-10","129.6","불검출","불검출","적합"
"56","소주","후쿠오카현","2014-11-11","129.6","불검출","불검출","적합"
"57","청주","후쿠오카현","2014-11-10","88.2","불검출","불검출","적합"
"58","청주","효고현","2014-11-17","86.4","불검출","불검출","적합"
"59","소주","효고현","2014-10-06","86.4","불검출","불검출","적합"
"60","과자(크래커)","이바라키현","2014-10-09","152","불검출","불검출","적합"
"61","초콜릿가공품","사이타마현","2014-09-30","288","불검출","불검출","적합"
"62","캔디류(사탕)","미에현","2014-09-30","576","불검출","불검출","적합"
"63","캔디류(사탕)","미에현","2014-10-20","576","불검출","불검출","적합"
"64","캔디류(사탕)","미에현","2014-10-21","384","불검출","불검출","적합"
"65","카레","사이타마현","2014-11-05","5,580","불검출","불검출","적합"
"66","카레","사이타마현","2014-11-07","3,528","불검출","불검출","적합"
"67","카레","사이타마현","2014-11-06","5,004","불검출","불검출","적합"
"68","파라옥시안식향산
에틸","미에현","2014-08-26","3,000","불검출","불검출","적합"
"69","탄산음료","오사카부","2014-10-20","1,200","불검출","불검출","적합"
"70","조미건어포류","에히메현","2014-10-26","200","불검출","불검출","적합"
