"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"3","마른명태포","러시아","2017-07-21","9,000","불검출","불검출","적합"
"4","냉동어란(명란)","러시아","2017-07-21","866","불검출","불검출","적합"
"5","냉동다랑어(황다랑어)","중국","2017-07-21","49,850","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","미국","2017-07-21","22,000","불검출","불검출","적합"
"7","냉동대구(목살)","러시아","2017-07-21","12,600","불검출","불검출","적합"
"8","냉동다랑어(눈다랑어,목살,횟감)","대만","2017-07-21","5,929","불검출","불검출","적합"
"9","냉동명태","러시아","2017-07-21","436,923","불검출","불검출","적합"
"10","냉동대구","러시아","2017-07-21","20,855","불검출","불검출","적합"
"11","냉동명태","러시아","2017-07-21","24,000","불검출","불검출","적합"
"12","냉동명태","러시아","2017-07-21","509,894","불검출","불검출","적합"
"13","냉동가자미(각시가자미)","러시아","2017-07-21","21,880","불검출","불검출","적합"
"14","냉동명태","러시아","2017-07-21","19,716","불검출","불검출","적합"
"합계","","-","-","1,158,233","-","-","-"
