"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","와카야마현","2017-07-26","1,288","불검출","불검출","적합"
"2","냉장준치","후쿠오카현","2017-07-26","70","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2017-07-26","2,097","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2017-07-26","1,216","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2017-07-26","6,539","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-07-26","1,428","불검출","불검출","적합"
"7","냉장병어","후쿠오카현","2017-07-26","1,880","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-07-26","14,200","불검출","불검출","적합"
"9","활장어(먹장어)","후쿠오카현","2017-07-26","2,667","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2017-07-26","7,405","불검출","불검출","적합"
"11","활장어(먹장어)","야마구치현","2017-07-26","995","불검출","불검출","적합"
"12","활장어(먹장어)","나가사키현","2017-07-26","1,653","불검출","불검출","적합"
"13","활가리비","홋카이도","2017-07-26","7,229","불검출","불검출","적합"
"14","활장어(먹장어)","후쿠오카현","2017-07-26","3,831","불검출","불검출","적합"
"15","활가리비","홋카이도","2017-07-26","7,275","불검출","불검출","적합"
"합계","","-","-","59,773","-","-","-"
