"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장갈치","와카야마현","2017-06-21","1,056","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-06-21","1,236","불검출","불검출","적합"
"23","활돔(돌돔)","미야자키현","2017-06-21","138","불검출","불검출","적합"
"24","냉동개복치(F)","인도양","2017-06-21","2,987","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2017-06-21","424","불검출","불검출","적합"
"26","냉장명태","홋카이도","2017-06-21","1,610","불검출","불검출","적합"
"27","활가리비","홋카이도","2017-06-21","7,276","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2017-06-21","1,003","불검출","불검출","적합"
"29","활장어(먹장어)","후쿠오카현","2017-06-21","2,202","불검출","불검출","적합"
"30","냉장쥐치","야마구치현","2017-06-21","1,280","불검출","불검출","적합"
"31","냉동돔(참돔)","나가사키현","2017-06-21","4,257","불검출","불검출","적합"
"32","활돔(참돔)","에히메현","2017-06-21","6,439","불검출","불검출","적합"
"33","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-06-21","300","불검출","불검출","적합"
"34","냉동다랑어(눈다랑어,F,횟감)","대서양","2017-06-21","70","불검출","불검출","적합"
"35","냉동다랑어(눈다랑어,목살)","대서양","2017-06-21","658","불검출","불검출","적합"
"합계","","-","-","129,757","-","-","-"
