"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"3","냉동다랑어(눈다랑어,F,횟감)","대만","2017-06-21","3,988","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,목살,횟감)","대만","2017-06-21","270","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","러시아","2017-06-21","22,500","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,F,횟감)","몰디브","2017-06-21","300","불검출","불검출","적합"
"7","냉동가자미(검정가자미)","러시아","2017-06-21","36","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2017-06-21","132,300","불검출","불검출","적합"
"9","냉동가자미(첨치가자미)","러시아","2017-06-21","3,348","불검출","불검출","적합"
"10","냉동다랑어(눈다랑어,목살)","대만","2017-06-21","180","불검출","불검출","적합"
"11","냉동가자미(마설가자미)","러시아","2017-06-21","40","불검출","불검출","적합"
"12","마른명태포","러시아","2017-06-21","6,000","불검출","불검출","적합"
"13","냉동어란(명란)","러시아","2017-06-21","5,083","불검출","불검출","적합"
"14","냉동어란(명란)","러시아","2017-06-21","690","불검출","불검출","적합"
"합계","","-","-","200,685","-","-","-"
