"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동게(참게)","후쿠오카현","2017-06-22","479","불검출","불검출","적합"
"2","활전갱이(흑점줄전갱이)","미야자키현","2017-06-22","1,466","불검출","불검출","적합"
"3","활가리비","홋카이도","2017-06-22","5,430","불검출","불검출","적합"
"4","냉장돔(금눈돔)","후쿠오카현","2017-06-22","11","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-06-22","948","불검출","불검출","적합"
"6","냉장병어","효고현","2017-06-22","70","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-06-22","1,788","불검출","불검출","적합"
"8","냉장방어(잿방어)","후쿠오카현","2017-06-22","16","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-06-22","1,200","불검출","불검출","적합"
"10","냉장갈치","에히메현","2017-06-22","120","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2017-06-22","192","불검출","불검출","적합"
"12","냉장전갱이(흑점줄전갱이)","후쿠오카현","2017-06-22","8","불검출","불검출","적합"
"13","냉장갈치","오이타현","2017-06-22","530","불검출","불검출","적합"
"14","활가리비","홋카이도","2017-06-22","6,965","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-06-22","1,380","불검출","불검출","적합"
"16","냉동다랑어(눈다랑어,목살)","대서양","2017-06-22","822","불검출","불검출","적합"
"17","활가리비","홋카이도","2017-06-22","6,488","불검출","불검출","적합"
"18","냉장대구","홋카이도","2017-06-22","1,500","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2017-06-22","1,560","불검출","불검출","적합"
"20","활돔(벵에돔)","사가현","2017-06-22","1,190","불검출","불검출","적합"
