"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"47","식초절임(생강절임)","도치기현","2017-01-11","130","불검출","불검출","적합"
"48","효모추출물제품","오이타현","2017-01-13","300","불검출","불검출","적합"
"49","수산물가공품","미에현","","12","불검출","불검출","적합"
"50","청주","교토부","2017-01-11","5,400","불검출","불검출","적합"
"51","혼합제제","오사카부","2017-01-12","34","불검출","불검출","적합"
"52","청주","효고현","2016-12-19","1,800","불검출","불검출","적합"
"53","인스턴트커피","오사카부","2016-12-15","65","불검출","불검출","적합"
"54","액상차","시가현","2016-12-20","15,600","불검출","불검출","적합"
"55","청주","고치현","2017-01-01","173","불검출","불검출","적합"
"56","청주","효고현","2016-12-22","2,160","불검출","불검출","적합"
"57","청주","야마가타현","2016-01-14","108","불검출","불검출","적합"
"58","빵류(그외 빵류)","효고현","2016-12-14","13,872","불검출","불검출","적합"
"59","캔디류(젤리)","군마현","2016-10-12","125","불검출","불검출","적합"
"60","혼합제제","오사카부","2017-01-17","50","불검출","불검출","적합"
"61","혼합제제","오사카부","2017-01-12","10","불검출","불검출","적합"
"62","마요네즈","효고현","2016-12-24","8,000","불검출","불검출","적합"
"63","혼합제제","시즈오카현","2016-12-13","1,850","불검출","불검출","적합"
"64","혼합제제","효고현","2017-01-05","4,000","불검출","불검출","적합"
"65","과자(스낵과자)","히로시마현","2016-12-19","160","불검출","불검출","적합"
"66","어묵","야마구치현","2016-12-15","1,500","불검출","불검출","적합"
"67","혼합제제","오사카부","2017-01-06","30","불검출","불검출","적합"
"68","청주","아키타현","2017-01-14","346","불검출","불검출","적합"
"69","카레","아이치현","2016-11-22","150","불검출","불검출","적합"
"70","과자(스낵과자)","사이타마현","2016-08-10","2,513","불검출","불검출","적합"
"71","수산물가공품","아이치현","2016-12-01","10,000","불검출","불검출","적합"
"72","혼합제제","오사카부","2017-01-05","15","불검출","불검출","적합"
"73","카레","나라현","2017-01-07","1,000","불검출","불검출","적합"
"74","청주","야마가타현","2016-12-19","259","불검출","불검출","적합"
"75","건어포류","에히메현","2017-01-05","540","불검출","불검출","적합"
"76","기타장류","효고현","2016-12-05","900","불검출","불검출","적합"
"77","소스류","도치기현","2016-12-05","615","불검출","불검출","적합"
"78","전분가공품","오사카부","2017-01-20","4,000","불검출","불검출","적합"
"79","청주","아키타현","2017-01-14","86","불검출","불검출","적합"
"80","청주","아키타현","2017-01-14","130","불검출","불검출","적합"
