"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","108,796","-","-","-"
"1","냉동방어
(F,포장횟감)","구마모토현","2017-02-03","12,905.89","불검출","불검출","적합"
"2","활방어","오이타현","2017-02-03","7,752","불검출","불검출","적합"
"3","활돔(참돔)","구마모토현","2017-02-03","4,907","불검출","불검출","적합"
"4","활방어","에히메현","2017-02-03","15,639","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2017-02-03","8,000","불검출","불검출","적합"
"6","활꼬막(새꼬막)","후쿠오카현","2017-02-03","3,000","불검출","불검출","적합"
"7","활꼬막(새꼬막)","후쿠오카현","2017-02-03","1,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-02-03","1,380","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2017-02-03","5,985","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-02-03","3,200","불검출","불검출","적합"
"11","냉장갈치","효고현","2017-02-03","976","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-02-03","4,250","불검출","불검출","적합"
"13","활가리비","홋카이도","2017-02-03","6,978","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-03","590","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-02-03","2,530","불검출","불검출","적합"
