"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장갈치","후쿠오카현","2017-02-03","863","불검출","불검출","적합"
"17","냉장갈치","미야자키현","2017-02-03","122","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-02-03","3,120","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-02-03","5,710","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-02-03","5,340","불검출","불검출","적합"
"21","냉장명태","홋카이도","2017-02-03","5,350","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2017-02-03","298","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-02-03","3,000","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-02-03","4,000","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-02-03","4,250","불검출","불검출","적합"
"26","냉장병어","야마구치현","2017-02-03","110","불검출","불검출","적합"
"27","냉장갈치","야마구치현","2017-02-03","560","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-02-03","2,024","불검출","불검출","적합"
"29","활꼬막","후쿠오카현","2017-02-03","3,120","불검출","불검출","적합"
"30","활꼬막","후쿠오카현","2017-02-03","460","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2017-02-03","9,186","불검출","불검출","적합"
