"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","108,796","-","-","-"
"1","활돔(참돔)","에히메현","2017-02-02","2,505","불검출","불검출","적합"
"2","활돔(돌돔)","에히메현","2017-02-02","452","불검출","불검출","적합"
"3","활방어","에히메현","2017-02-02","5,803","불검출","불검출","적합"
"4","활돔(돌돔)","에히메현","2017-02-02","1,047","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-02-02","11,949","불검출","불검출","적합"
"6","활게(대게)","홋카이도","2017-02-02","1,644","불검출","불검출","적합"
"7","마른해삼(자숙)","시마네현","2017-02-02","75","불검출","불검출","적합"
"8","냉동다랑어
(남방참다랑어)","인도양","2017-02-02","4,353","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2017-02-02","7,554","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-02-02","1,534","불검출","불검출","적합"
"11","냉장갈치","히로시마현","2017-02-02","600","불검출","불검출","적합"
"12","냉장갈치","효고현","2017-02-02","70","불검출","불검출","적합"
"13","활꼬막","후쿠오카현","2017-02-02","4,020","불검출","불검출","적합"
"14","활꼬막(새꼬막)","후쿠오카현","2017-02-02","240","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2017-02-02","3,587","불검출","불검출","적합"
