"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","90,090","-","-","-"
"1","활돔(참돔)","에히메현","2017-02-06","3,817","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2017-02-06","1,300","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-02-06","8,000","불검출","불검출","적합"
"4","활꼬막(새꼬막)","후쿠오카현","2017-02-06","2,040","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2017-02-06","8,550","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2017-02-06","1,680","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-02-06","5,000","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2017-02-06","6,251","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2017-02-06","768","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2017-02-06","115","불검출","불검출","적합"
"11","냉동갈치","가나가와현","2017-02-06","18,392","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2017-02-06","2,984","불검출","불검출","적합"
"13","냉장병어","와카야마현","2017-02-06","150","불검출","불검출","적합"
"14","냉장준치","와카야마현","2017-02-06","360","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-02-06","9,360","불검출","불검출","적합"
