"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","44,590","-","-","-"
"1","활가리비","홋카이도","2014-6-23","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-6-23","6,000","불검출","불검출","적합"
"3","냉장명태","홋카이도","2014-6-23","1,040","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2014-6-23","2,514","불검출","불검출","적합"
"5","냉장명태","홋카이도","2014-6-23","2,978","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2014-6-23","8,679","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2014-6-23","665","불검출","불검출","적합"
"8","냉장갑오징어","야마구치현","2014-6-23","230","불검출","불검출","적합"
"9","냉장명태","홋카이도","2014-6-23","1,202","불검출","불검출","적합"
"10","냉장명태","홋카이도","2014-6-23","1,202","불검출","불검출","적합"
"11","냉장명태","홋카이도","2014-6-23","3,020","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-6-23","936","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2014-6-23","1,584","불검출","불검출","적합"
"14","냉장갈치","에히메현","2014-6-23","448","불검출","불검출","적합"
"15","냉장준치","구마모토현","2014-6-23","266","불검출","불검출","적합"
"16","활가리비","홋카이도","2014-6-23","6,826","불검출","불검출","적합"
