"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","18건","-","-","72,353","-","-","-"
"1","활돔(참돔)","에히메현","2014-6-25","6,897","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-6-25","6,081","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-6-25","6,500","불검출","불검출","적합"
"4","냉장명태","홋카이도","2014-6-25","1,740","불검출","불검출","적합"
"5","냉장명태","홋카이도","2014-6-25","2,330","불검출","불검출","적합"
"6","냉장명태","홋카이도","2014-6-25","2,330","불검출","불검출","적합"
"7","냉장갑오징어","야마구치현","2014-6-25","130","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-6-25","1,744","불검출","불검출","적합"
"9","냉장준치","야마구치현","2014-6-25","322","불검출","불검출","적합"
"10","냉장가오리","야마구치현","2014-6-25","48","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2014-6-25","2,357","불검출","불검출","적합"
"12","활해삼","니가타현","2014-6-25","385","불검출","불검출","적합"
"13","활돔(돌돔)","가가와현","2014-6-25","126","불검출","불검출","적합"
"14","활가리비","홋카이도","2014-6-25","6,910","불검출","불검출","적합"
"15","활장어(먹장어)","야마구치현","2014-6-25","3,931","불검출","불검출","적합"
"16","활장어(먹장어)","야마구치현","2014-6-25","550","불검출","불검출","적합"
"17","냉동가리비(외투막)","홋카이도","2014-6-25","23,000","불검출","불검출","적합"
"18","활가리비","홋카이도","2014-6-25","6,972","불검출","불검출","적합"
