"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","141,345","-","-","-"
"1","활돔(참돔)","에히메현","2017-03-06","5,740","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2017-03-06","5,018","불검출","불검출","적합"
"3","활방어","에히메현","2017-03-06","3,804","불검출","불검출","적합"
"4","활돔(참돔)","구마모토현","2017-03-06","10,232","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-03-06","1,966","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2017-03-06","2,772","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2017-03-06","2,896","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2017-03-06","3,820","불검출","불검출","적합"
"9","활가리비","홋카이도","2017-03-06","7,000","불검출","불검출","적합"
"10","냉동상어
(진환도상어,F)","태평양","2017-03-06","3,620","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2017-03-06","3,200","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-03-06","3,000","불검출","불검출","적합"
"13","냉장준치","와카야마현","2017-03-06","80","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-03-06","6,080","불검출","불검출","적합"
"15","냉장돔(황돔)","야마구치현","2017-03-06","270","불검출","불검출","적합"
"16","냉장갈치","오이타현","2017-03-06","560","불검출","불검출","적합"
