"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","2,614,837","-","-","-"
"1","냉동명태","러시아","2017-03-08","850,132","불검출","불검출","적합"
"2","냉동곤이(명태)","러시아","2017-03-08","10,980","불검출","불검출","적합"
"3","냉동대구","러시아","2017-03-08","91,980","불검출","불검출","적합"
"4","냉동꽁치","대만","2017-03-08","114,320","불검출","불검출","적합"
"5","냉동가자미
(각시가자미)","러시아","2017-03-08","22,500","불검출","불검출","적합"
"6","냉동명태","러시아","2017-03-08","361,845","불검출","불검출","적합"
"7","냉동꽁치","대만","2017-03-08","114,040","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-03-08","192,092","불검출","불검출","적합"
"9","냉동꽁치","대만","2017-03-08","385,830","불검출","불검출","적합"
"10","냉동꽁치","대만","2017-03-08","137,530","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-03-08","7,614","불검출","불검출","적합"
"12","냉동대구","러시아","2017-03-08","26,574","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-03-08","276,900","불검출","불검출","적합"
"14","냉동가자미
(각시가자미)","러시아","2017-03-08","22,500","불검출","불검출","적합"
