"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","혼합제제","ETC","2016-09-05","5","불검출","불검출","적합"
"49","고춧가루","시가현","2016-11-11","350","불검출","불검출","적합"
"50","복합조미식품","오사카부","2017-02-03","440","불검출","불검출","적합"
"51","복합조미식품","오사카부","2017-01-20","2,300","불검출","불검출","적합"
"52","복합조미식품","오사카부","2017-02-08","1,680","불검출","불검출","적합"
"53","향신료조제품(고추
냉이가공품)","도쿄도","2017-01-31","1,320","불검출","불검출","적합"
"54","수산물가공품","후쿠시마현","2017-01-14","180","불검출","불검출","적합"
"55","수산물가공품","후쿠시마현","2017-01-19","720","불검출","불검출","적합"
"56","기타천연착향료","오사카부","2016-12-27","45","불검출","불검출","적합"
"57","혼합제제","오사카부","2017-02-13","30","불검출","불검출","적합"
"58","즉석조리식품","나가노현","2017-01-24","225","불검출","불검출","적합"
"59","즉석조리식품","나가노현","2017-01-18","454","불검출","불검출","적합"
"60","기타가공품","나가노현","2017-01-26","307","불검출","불검출","적합"
"61","즉석조리식품","나가노현","2017-01-18","387","불검출","불검출","적합"
"62","조제해수염화마그
네슘","나가사키현","2017-02-07","2,376","불검출","불검출","적합"
"63","양조간장","후쿠오카현","2017-02-15","5,358","불검출","불검출","적합"
"64","양조간장","후쿠오카현","2017-01-16","950","불검출","불검출","적합"
"65","비타민/감마리놀
렌산함유유지","야마나시현","2017-02-13","17","불검출","불검출","적합"
"66","곡류가공품","오사카부","2016-12-21","1,000","불검출","불검출","적합"
"67","빵류(카스텔라)","히로시마현","2017-02-02","52","불검출","불검출","적합"
"68","수산물가공품","히로시마현","2017-02-02","81","불검출","불검출","적합"
"69","카레","나가노현","2017-01-12","6,000","불검출","불검출","적합"
"70","카레","나가노현","2017-01-05","700","불검출","불검출","적합"
"71","기타가공품(참깨분)","미에현","2017-01-04","288","불검출","불검출","적합"
"72","즉석조리식품","지바현","2016-12-13","29","불검출","불검출","적합"
"73","과자(스낵과자)","아이치현","2017-01-19","106","불검출","불검출","적합"
"74","조미된장","나가노현","2017-02-07","1,500","불검출","불검출","적합"
"75","청주","이시카와현","2017-01-17","173","불검출","불검출","적합"
"76","청주","후쿠이현","2017-01-05","86","불검출","불검출","적합"
"77","청주","야마가타현","2017-01-31","173","불검출","불검출","적합"
"78","청주","야마가타현","2017-01-24","216","불검출","불검출","적합"
"79","소주","구마모토현","2017-02-01","173","불검출","불검출","적합"
"80","캔디류(사탕)","아이치현","2017-02-06","300","불검출","불검출","적합"
"81","캔디류(사탕)","아이치현","2017-02-02","240","불검출","불검출","적합"
