"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","83,801","-","-","-"
"1","활방어","구마모토현","2017-03-08","7,972","불검출","불검출","적합"
"2","냉동다랑어
(남방참다랑어,목살,횟감)","대서양","2017-03-08","130","불검출","불검출","적합"
"3","냉동다랑어
(남방참다랑어,F,횟감)","대서양","2017-03-08","371","불검출","불검출","적합"
"4","냉장명태","홋카이도","2017-03-08","2,532","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2017-03-08","1,299","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2017-03-08","1,095","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-03-08","2,292","불검출","불검출","적합"
"8","냉장대구","홋카이도","2017-03-08","600","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2017-03-08","2,841","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2017-03-08","148","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-03-08","819","불검출","불검출","적합"
"12","냉장대구","홋카이도","2017-03-08","180","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-03-08","754","불검출","불검출","적합"
"14","냉장대구","홋카이도","2017-03-08","180","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-03-08","3,264","불검출","불검출","적합"
