"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"37","냉장갈치","와카야마현","2017-03-06","80","불검출","불검출","적합"
"38","냉장대구","홋카이도","2017-03-06","1,710","불검출","불검출","적합"
"39","냉장갈치","와카야마현","2017-03-06","1,664","불검출","불검출","적합"
"40","냉장대구","홋카이도","2017-03-06","980","불검출","불검출","적합"
"41","냉장갈치","후쿠오카현","2017-03-06","250","불검출","불검출","적합"
"42","냉장갈치","나가사키현","2017-03-06","170","불검출","불검출","적합"
"43","냉장갈치","야마구치현","2017-03-06","325","불검출","불검출","적합"
"44","냉장홍어","야마구치현","2017-03-06","252","불검출","불검출","적합"
"45","냉장명태","홋카이도","2017-03-06","3,590","불검출","불검출","적합"
"46","활꼬막","후쿠오카현","2017-03-06","800","불검출","불검출","적합"
"47","활꼬막(새꼬막)","사가현","2017-03-06","3,280","불검출","불검출","적합"
"48","냉장명태","홋카이도","2017-03-06","2,948","불검출","불검출","적합"
"49","활대합(북방대합)","홋카이도","2017-03-06","2,260","불검출","불검출","적합"
"50","활가리비","홋카이도","2017-03-06","13,965","불검출","불검출","적합"
"51","활가리비","홋카이도","2017-03-06","6,991","불검출","불검출","적합"
"52","활가리비","홋카이도","2017-03-06","6,977","불검출","불검출","적합"
"53","활가리비","홋카이도","2017-03-06","6,946","불검출","불검출","적합"
