"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2017-03-07","4,225","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-03-07","1,044","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-03-07","430","불검출","불검출","적합"
"20","냉장대구","홋카이도","2017-03-07","1,550","불검출","불검출","적합"
"21","냉장대구","홋카이도","2017-03-07","1,330","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-03-07","1,056","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-03-07","440","불검출","불검출","적합"
"24","냉장대구","홋카이도","2017-03-07","1,550","불검출","불검출","적합"
"25","냉장대구","홋카이도","2017-03-07","1,330","불검출","불검출","적합"
"26","냉장명태","홋카이도","2017-03-07","1,800","불검출","불검출","적합"
"27","냉장대구","홋카이도","2017-03-07","1,570","불검출","불검출","적합"
"28","냉장대구","홋카이도","2017-03-07","1,760","불검출","불검출","적합"
"29","냉장대구","홋카이도","2017-03-07","2,690","불검출","불검출","적합"
"30","냉장명태","홋카이도","2017-03-07","704","불검출","불검출","적합"
"31","냉장명태","홋카이도","2017-03-07","3,419","불검출","불검출","적합"
"32","냉장대구","홋카이도","2017-03-07","2,460","불검출","불검출","적합"
"33","냉장대구","홋카이도","2017-03-07","2,163","불검출","불검출","적합"
"34","냉장명태","홋카이도","2017-03-07","358","불검출","불검출","적합"
"35","냉장명태","홋카이도","2017-03-07","1,703","불검출","불검출","적합"
"36","냉장대구","홋카이도","2017-03-07","2,450","불검출","불검출","적합"
