"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","24,477","-","-","-"
"1","활돔(벵에돔)","오이타현","2017-03-09","1394","불검출","불검출","적합"
"2","활가리비","홋카이도","2017-03-09","7000","불검출","불검출","적합"
"3","활꼬막(새꼬막)","후쿠오카현","2017-03-09","5260","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2017-03-09","2260","불검출","불검출","적합"
"5","냉장갈치","오이타현","2017-03-09","1190","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-03-09","2832","불검출","불검출","적합"
"7","냉장준치","구마모토현","2017-03-09","532","불검출","불검출","적합"
"8","냉장갈치","효고현","2017-03-09","304","불검출","불검출","적합"
"9","냉장갈치","에히메현","2017-03-09","376","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-03-09","3662","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2017-03-09","845","불검출","불검출","적합"
"12","냉장고등어","나가사키현","2017-03-09","184","불검출","불검출","적합"
"13","냉장고등어","나가사키현","2017-03-09","184","불검출","불검출","적합"
"14","활꼬막","사가현","2017-03-09","140","불검출","불검출","적합"
"15","활꼬막(새꼬막)","후쿠오카현","2017-03-09","3120","불검출","불검출","적합"
