"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"37","냉장대구","홋카이도","2017-03-07","2,148","불검출","불검출","적합"
"38","냉장갈치","오이타현","2017-03-07","1,215","불검출","불검출","적합"
"39","냉장갈치","구마모토현","2017-03-07","425","불검출","불검출","적합"
"40","냉장명태","홋카이도","2017-03-07","6,350","불검출","불검출","적합"
"41","냉장갈치","야마구치현","2017-03-07","344","불검출","불검출","적합"
"42","냉장갈치","오이타현","2017-03-07","2,469","불검출","불검출","적합"
"43","냉장돔(황돔)","나가사키현","2017-03-07","488","불검출","불검출","적합"
"44","냉장준치","효고현","2017-03-07","238","불검출","불검출","적합"
"45","활돔(돌돔)","미야자키현","2017-03-07","579","불검출","불검출","적합"
"46","냉장명태","홋카이도","2017-03-07","7,680","불검출","불검출","적합"
"47","냉장돔(황돔)","후쿠오카현","2017-03-07","196","불검출","불검출","적합"
"48","냉장갈치","후쿠오카현","2017-03-07","1,385","불검출","불검출","적합"
"49","냉장갈치","효고현","2017-03-07","200","불검출","불검출","적합"
"50","냉장준치","구마모토현","2017-03-07","308","불검출","불검출","적합"
"51","활꼬막(새꼬막)","후쿠오카현","2017-03-07","2,560","불검출","불검출","적합"
"52","냉장갈치","야마구치현","2017-03-07","1,594","불검출","불검출","적합"
"53","활돔(돌돔)","미에현","2017-03-07","695","불검출","불검출","적합"
"54","활해삼","미에현","2017-03-07","2,410","불검출","불검출","적합"
"56","활가리비","홋카이도","2017-03-07","7,021","불검출","불검출","적합"
