"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"","","","","","","",""
"16","냉장가오리","에히메현","2017-03-08","200","불검출","불검출","적합"
"17","활가리비","홋카이도","2017-03-08","6,986","불검출","불검출","적합"
"18","냉장갈치","오이타현","2017-03-08","770","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-03-08","4,546","불검출","불검출","적합"
"20","냉장대구","홋카이도","2017-03-08","1,050","불검출","불검출","적합"
"21","냉장명태","홋카이도","2017-03-08","2,728","불검출","불검출","적합"
"22","냉장대구","홋카이도","2017-03-08","1,050","불검출","불검출","적합"
"23","냉장갈치","오이타현","2017-03-08","265","불검출","불검출","적합"
"24","냉장갈치","후쿠오카현","2017-03-08","795","불검출","불검출","적합"
"25","냉장홍어","야마구치현","2017-03-08","336","불검출","불검출","적합"
"26","냉장돔(황돔)","야마구치현","2017-03-08","80","불검출","불검출","적합"
"27","냉장명태","홋카이도","2017-03-08","6,696","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-03-08","5,280","불검출","불검출","적합"
"29","활가리비","홋카이도","2017-03-08","7,000","불검출","불검출","적합"
"30","활가리비","홋카이도","2017-03-08","6,982","불검출","불검출","적합"
"31","활가리비","홋카이도","2017-03-08","7,016","불검출","불검출","적합"
"32","활가리비","홋카이도","2017-03-08","7,184","불검출","불검출","적합"
"33","활게(참게)","후쿠오카현","2017-03-08","360","불검출","불검출","적합"
