"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"113","과자","니가타현","2018-10-30","1,454","불검출","불검출","적합"
"114","액상차","와카야마현","2018-10-21","612","불검출","불검출","적합"
"115","액상차","와카야마현","2018-10-19","612","불검출","불검출","적합"
"116","유탕면","아이치현","2018-10-05","89","불검출","불검출","적합"
"117","캔디류","아이치현","2018-10-12","55","불검출","불검출","적합"
"118","캔디류","니가타현","2018-10-17","2,100","불검출","불검출","적합"
"119","캔디류","니가타현","2018-10-16","1,500","불검출","불검출","적합"
"120","캔디류","니가타현","2018-10-24","1,680","불검출","불검출","적합"
"121","혼합제제","지바현","2018-10-23","600","불검출","불검출","적합"
"122","유탕면","후쿠오카현","2018-09-12","1,135","불검출","불검출","적합"
"123","건면","후쿠오카현","2018-09-24","1,703","불검출","불검출","적합"
"124","초콜릿","훗카이도","2018-10-25","18","불검출","불검출","적합"
"125","빵류","기후현","2018-10-30","1,066","불검출","불검출","적합"
"126","가공두부","후쿠오카현","2018-11-06","2,431","불검출","불검출","적합"
"127","맥주","교토부","2018-10-11","250,080","불검출","불검출","적합"
"128","숙면","구마모토현","2018-10-23","150","불검출","불검출","적합"
"129","유탕면","나라현","2018-10-19","108","불검출","불검출","적합"
"130","향신료조제품","기후현","2018-07-25","18","불검출","불검출","적합"
"131","클로렐라 제품","기후현","2018-10-29","24","불검출","불검출","적합"
"132","소주","미야자키현","2018-10-26","9","불검출","불검출","적합"
"133","청주","고치현","2018-04-25","324","불검출","불검출","적합"
"134","소스","나가사키현","2018-09-21","2,912","불검출","불검출","적합"
"135","소스","나가사키현","2018-10-20","7,983","불검출","불검출","적합"
