"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","455","2,232,079","4","3,485","387","2,196,796","2","123","63","31,675"
"11.19","145","491,213","1","3,420","109","479,920","0","0","35","7,873"
"11.20","151","1,095,121","1","15","136","1,074,056","2","123","12","20,927"
"11.21","159","645,745","2","50","142","642,820","0","0","16","2,875"
"","","","","","","","","","",""
"","","","","","","","","","",""
