"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"","품","","","","","",""
"47","과자","구마모토현","2018-09-21","144","불검출","불검출","적합"
"48","과자","구마모토현","2018-09-26","113","불검출","불검출","적합"
"49","혼합제제","시가현","2018-11-06","25","불검출","불검출","적합"
"50","혼합제제","시가현","2018-11-06","25","불검출","불검출","적합"
"51","혼합제제","시가현","2018-11-06","25","불검출","불검출","적합"
"52","혼합제제","시가현","2018-11-06","25","불검출","불검출","적합"
"53","소스","히로시마현","2018-10-26","2,830","불검출","불검출","적합"
"54","소스","히로시마현","2018-10-03","630","불검출","불검출","적합"
"55","소스","히로시마현","2018-10-09","708","불검출","불검출","적합"
"56","소스","히로시마현","2018-10-29","2,070","불검출","불검출","적합"
"57","유탕면","이바라키현","2018-10-20","738","불검출","불검출","적합"
"58","유탕면","이바라키현","2018-10-20","224","불검출","불검출","적합"
"59","캔디류","아이치현","2018-11-05","600","불검출","불검출","적합"
"60","캔디류","아이치현","2018-11-01","360","불검출","불검출","적합"
"61","캔디류","아이치현","2018-11-01","194","불검출","불검출","적합"
"62","유탕면","이바라키현","2018-10-20","605","불검출","불검출","적합"
"63","캔디류","아이치현","2018-11-05","1,188","불검출","불검출","적합"
"64","캔디류","아이치현","2018-11-02","792","불검출","불검출","적합"
"65","캔디류","아이치현","2018-11-01","310","불검출","불검출","적합"
"66","청주","니가타현","2018-10-24","900","불검출","불검출","적합"
"67","청주","니가타현","2018-10-17","25,920","불검출","불검출","적합"
"68","청주","니가타현","2018-10-24","270","불검출","불검출","적합"
"69","캔디류","아이치현","2018-11-05","2,340","불검출","불검출","적합"
"70","캔디류","아이치현","2018-11-05","3,840","불검출","불검출","적합"
"71","과자","히로시마현","2018-10-05","72","불검출","불검출","적합"
"72","기타 어육가공품","이바라키현","2018-09-29","18","불검출","불검출","적합"
"73","금박","이시카와현","2018-11-06","1","불검출","불검출","적합"
"74","금박","이시카와현","2018-11-01","0","불검출","불검출","적합"
"75","혼합제제","효고현","2018-11-02","34","불검출","불검출","적합"
"76","혼합제제","효고현","2018-11-01","17","불검출","불검출","적합"
"77","과자","이바라키현","2018-10-24","540","불검출","불검출","적합"
"78","소스","에히메현","2018-11-08","4,960","불검출","불검출","적합"
"79","과자","이바라키현","2018-10-24","720","불검출","불검출","적합"
