"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","향신료조제품","나가노현","2018-09-27","258","불검출","불검출","적합"
"15","숙면","구마모토현","2018-10-23","743","불검출","불검출","적합"
"16","기타
코코아가공
품","시즈오카현","2018-10-09","168","불검출","불검출","적합"
"17","코코아분말","가나가와현","2018-09-13","132","불검출","불검출","적합"
"18","카레","시즈오카현","2018-10-01","207","불검출","불검출","적합"
"19","곡류가공품","아이치현","2018-10-16","3,096","불검출","불검출","적합"
"20","숙면","구마모토현","2018-10-23","739","불검출","불검출","적합"
"21","소스","가나가와현","2018-09-05","4","불검출","불검출","적합"
"22","캔디류","아이치현","2018-11-07","396","불검출","불검출","적합"
"23","쇼트닝","가나가와현","2018-10-19","500","불검출","불검출","적합"
"24","캔디류","아이치현","2018-11-06","792","불검출","불검출","적합"
"25","캔디류","아이치현","2018-11-05","300","불검출","불검출","적합"
"26","캔디류","아이치현","2018-11-07","1,080","불검출","불검출","적합"
"27","혼합제제","후쿠시마현","2018-10-19","98","불검출","불검출","적합"
"28","밀가루","후쿠오카현","2018-10-04","2,400","불검출","불검출","적합"
"29","밀크초콜릿","가나가와현","2018-09-25","138","불검출","불검출","적합"
"30","캔디류","아이치현","2018-11-07","960","불검출","불검출","적합"
"31","캔디류","아이치현","2018-11-06","194","불검출","불검출","적합"
"32","과자","니가타현","2018-10-22","72","불검출","불검출","적합"
"33","초콜릿","훗카이도","2018-10-25","18","불검출","불검출","적합"
"34","소주","오키나와현","2018-10-12","108","불검출","불검출","적합"
"35","밀크초콜릿","훗카이도","2018-10-25","23","불검출","불검출","적합"
"36","초콜릿","훗카이도","2018-10-25","18","불검출","불검출","적합"
"37","준초콜릿","훗카이도","2018-10-25","27","불검출","불검출","적합"
"38","초콜릿가공품","훗카이도","2018-10-25","92","불검출","불검출","적합"
"39","초콜릿","훗카이도","2018-10-25","18","불검출","불검출","적합"
"40","소주","가고시마현","2018-10-22","130","불검출","불검출","적합"
"41","초콜릿","훗카이도","2018-10-25","18","불검출","불검출","적합"
"42","기타 주류","효고현","2018-10-22","259","불검출","불검출","적합"
"43","건어포","가고시마현","2018-10-16","410","불검출","불검출","적합"
"44","건어포","가고시마현","2018-10-16","802","불검출","불검출","적합"
"45","혼합제제","후쿠시마현","2018-10-30","700","불검출","불검출","적합"
