"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","소스","미에현","2018-10-22","400","불검출","불검출","적합"
"16","과자","오사카부","2018-10-02","350","불검출","불검출","적합"
"17","과자","고치현","2018-10-04","54","불검출","불검출","적합"
"18","볶은커피","효고현","2018-09-16","602","불검출","불검출","적합"
"19","볶은커피","효고현","2018-09-17","602","불검출","불검출","적합"
"20","건면","구마모토현","2018-10-09","137","불검출","불검출","적합"
"21","인산이전분","효고현","2018-10-03","100","불검출","불검출","적합"
"22","옥테닐호박산나트
륨전분","효고현","2018-10-27","400","불검출","불검출","적합"
"23","기타천연착향료","시가현","2018-11-01","50","불검출","불검출","적합"
"24","혼합제제","시가현","2018-11-02","20","불검출","불검출","적합"
"25","소스","에히메현","2018-11-01","1,872","불검출","불검출","적합"
"26","합성향료","시가현","2018-11-02","25","불검출","불검출","적합"
"27","혼합제제","시가현","2018-11-06","25","불검출","불검출","적합"
"28","합성향료","시가현","2018-11-05","25","불검출","불검출","적합"
"29","기타천연착향료","시가현","2018-11-05","200","불검출","불검출","적합"
"30","혼합제제","시가현","2018-11-02","20","불검출","불검출","적합"
"31","양조간장","야마나시현","2018-10-30","2,112","불검출","불검출","적합"
"32","혼합제제","시가현","2018-11-05","75","불검출","불검출","적합"
"33","혼합제제","효고현","2018-10-25","17","불검출","불검출","적합"
"34","혼합제제","효고현","2018-11-01","34","불검출","불검출","적합"
"35","혼합제제","효고현","2018-10-24","17","불검출","불검출","적합"
"36","혼합제제","효고현","2018-10-31","17","불검출","불검출","적합"
"37","혼합제제","효고현","2018-10-26","17","불검출","불검출","적합"
"38","혼합제제","효고현","2018-10-25","17","불검출","불검출","적합"
"39","혼합제제","효고현","2018-10-26","17","불검출","불검출","적합"
"40","기타천연착향료","오카야마현","2018-11-06","30","불검출","불검출","적합"
"41","혼합제제","효고현","2018-10-25","68","불검출","불검출","적합"
"42","혼합제제","효고현","2018-11-06","102","불검출","불검출","적합"
"43","혼합제제","효고현","2018-11-01","51","불검출","불검출","적합"
"44","엽 록 소 함 유 식 물
(원료성)","지바현","2018-10-05","1,000","불검출","불검출","적합"
"45","전분가공품","효고현","2018-11-05","12,000","불검출","불검출","적합"
"46","기타
수산물가공","오사카부","2018-09-18","21","불검출","불검출","적합"
