"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","고형차","교토부","","173","불검출","불검출","적합"
"16","전분","가고시마현","2017-11-17","37,000","불검출","불검출","적합"
"17","뮤코다당.단백(원
료성)","도치기현","2018-09-18","101","불검출","불검출","적합"
"18","기타가공품","아오모리현","2017-12-16","201","불검출","불검출","적합"
"19","곤 약 감 자 추 출 물
(원료성)","나가노현","2018-08-01","22","불검출","불검출","적합"
"20","숙면","구마모토현","2018-10-23","217","불검출","불검출","적합"
"21","숙면","구마모토현","2018-10-23","733","불검출","불검출","적합"
"22","숙면","구마모토현","2018-10-23","321","불검출","불검출","적합"
"23","청주","나라현","2018-10-06","259","불검출","불검출","적합"
"24","혼합제제","오카야마현","2018-10-31","60","불검출","불검출","적합"
"25","캔디류","도치기현","2018-10-10","3,361","불검출","불검출","적합"
"26","숙면","KAGAWA","2018-11-03","7,488","불검출","불검출","적합"
"27","캔디류","도야마현","2018-09-20","404","불검출","불검출","적합"
"28","화이트초콜릿","가나가와현","2018-10-15","1,008","불검출","불검출","적합"
"29","숙면","구마모토현","2018-10-23","176","불검출","불검출","적합"
"30","청주","고치현","2018-10-11","216","불검출","불검출","적합"
"31","청주","교토부","2018-10-15","86","불검출","불검출","적합"
"32","청주","나라현","2018-10-15","108","불검출","불검출","적합"
"33","청주","이와테현","2018-10-02","346","불검출","불검출","적합"
"34","청주","야마가타현","2018-10-19","86","불검출","불검출","적합"
"35","청주","야마구치현","2018-10-18","18","불검출","불검출","적합"
"36","숙면","구마모토현","2018-10-20","1,195","불검출","불검출","적합"
"37","숙면","구마모토현","2018-10-20","1,238","불검출","불검출","적합"
"38","가공두부","나가노현","2018-10-12","13,818","불검출","불검출","적합"
"39","초콜릿","훗카이도","2018-10-25","27","불검출","불검출","적합"
"40","밀크초콜릿","훗카이도","2018-10-25","27","불검출","불검출","적합"
"41","청주","야마가타현","2018-10-17","302","불검출","불검출","적합"
"42","청주","야마가타현","2018-10-17","86","불검출","불검출","적합"
"43","소주","후쿠오카현","2018-10-10","86","불검출","불검출","적합"
"44","소주","가고시마현","2018-10-19","86","불검출","불검출","적합"
"45","초콜릿가공품","훗카이도","2018-10-25","19","불검출","불검출","적합"
