"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","261","1,850,018","1","18,000","193","1,744,613","2","788","65","86,616"
"11.10","91","1,102,777","0","0","57","1,085,776","1","176","33","16,824"
"11.11","41","39,932","0","0","40","39,320","1","612","0","0"
"11.12","129","707,309","1","18,000","96","619,517","0","0","32","69,792"
"11.13","","","","","","","","","",""
"11.14","","","","","","","","","",""
