"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"58","과자(스낵과자)","고치현","2014-10-10","150","불검출","불검출","적합"
"59","과자(쿠키)","아이치현","2014-10-02","42","불검출","불검출","적합"
"60","과자(크래커)","아이치현","2014-10-14","13.2","불검출","불검출","적합"
"61","소스류","효고현","2014-07-22","33","불검출","불검출","적합"
"62","과자(스낵과자)","사이타마현","2014-06-03","2,512","불검출","불검출","적합"
"63","과자(스낵과자)","아이치현","2014-10-13","37.5","불검출","불검출","적합"
"64","맥주","오이타현","2014-09-25","66,240","불검출","불검출","적합"
"65","맥주","오이타현","2014-09-25","49,266","불검출","불검출","적합"
"66","조미된장","나가노현","2014-10-02","6,000","불검출","불검출","적합"
"67","혼합제제","사이타마현","2014-06-20","140","불검출","불검출","적합"
"68","곡류가공품","에히메현","2014-10-17","1,600","불검출","불검출","적합"
"69","곡류가공품","에히메현","2014-10-17","1,600","불검출","불검출","적합"
"70","전분가공품","에히메현","2014-10-10","4,000","불검출","불검출","적합"
"71","소스류","에히메현","2014-10-17","1,440","불검출","불검출","적합"
"72","소스류","에히메현","2014-10-16","600","불검출","불검출","적합"
"73","소스류","에히메현","2014-10-16","504","불검출","불검출","적합"
"74","드레싱","지바현","2014-09-24","699.6","불검출","불검출","적합"
"75","맥주","후쿠오카현","2014-10-14","174,600","불검출","불검출","적합"
"76","혼합음료","도야마현","2014-02-11","1,302.6","불검출","불검출","적합"
"77","맥주","후쿠오카현","2014-10-09","134,400","불검출","불검출","적합"
"78","혼합제제","사이타마현","2014-10-01","216","불검출","불검출","적합"
"79","혼합제제","오사카부","2014-10-21","16,104","불검출","불검출","적합"
"80","혼합제제","사이타마현","2014-10-01","288","불검출","불검출","적합"
"81","호박산이나트륨","효고현","2014-07-17","14,400","불검출","불검출","적합"
"82","혼합제제","도치기현","2014-10-16","150","불검출","불검출","적합"
"83","혼합제제","군마현","2014-10-10","602","불검출","불검출","적합"
"84","과자(스낵과자)","니가타현","2014-10-15","362.1","불검출","불검출","적합"
"85","자당지방산에스
테르","시가현","2014-09-05","300","불검출","불검출","적합"
"86","자당지방산에스
테르","시가현","2014-08-28","3,200","불검출","불검출","적합"
"87","자당지방산에스
테르","시가현","2014-09-05","4,000","불검출","불검출","적합"
"88","과자(스낵과자)","니가타현","2014-10-10","147.9","불검출","불검출","적합"
"89","기타엿","오사카부","2014-09-09","213.84","불검출","불검출","적합"
"90","맥주","후쿠오카현","2014-10-07","34,920","불검출","불검출","적합"
"91","전분가공품","아이치현","2014-09-08","366.72","불검출","불검출","적합"
"92","맥주","후쿠오카현","2014-10-01","65,760","불검출","불검출","적합"
"93","혼합제제","사이타마현","2014-10-16","54","불검출","불검출","적합"
"94","청주","아키타현","2014-10-01","302.4","불검출","불검출","적합"
"95","이온교환수지","후쿠오카현","2014-05-23","8,620","불검출","불검출","적합"
"96","초콜릿가공품","후쿠오카현","2014-07-31","201.6","불검출","불검출","적합"
