"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","6건","-","-","568,445","-","-","-"
"1","활백합(주름백합)","중국","2014-11-10","3,000","불검출","불검출","적합"
"2","냉동상어(흑기흉상어)","중국","2014-11-10","12,950","불검출","불검출","적합"
"3","냉장갈치","대만","2014-11-10","109","불검출","불검출","적합"
"4","냉동꽁치","대만","2014-11-10","334,111","불검출","불검출","적합"
"5","냉동꽁치","대만","2014-11-10","194,275","불검출","불검출","적합"
"6","냉동가자미(각시가자미) 러시아","","2014-11-10","24,000","불검출","불검출","적합"
