"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"18","땅콩또는견과류
가공품","오사카부","2014-03-19","100","불검출","불검출","적합"
"19","밀크초콜릿","가나가와현","2014-10-03","691.2","불검출","불검출","적합"
"20","고형차","후쿠오카현","2014-09-22","10","불검출","불검출","적합"
"21","캔디류(사탕)","시즈오카현","2014-10-23","1,331.71","불검출","불검출","적합"
"22","과자(비스킷)","아이치현","2014-10-27","1,395","불검출","불검출","적합"
"23","캔디류(젤리)","가나가와현","2014-10-01","252","불검출","불검출","적합"
"24","볶은커피","미에현","2014-08-26","57.6","불검출","불검출","적합"
"25","볶은커피","미에현","2014-08-15","76.8","불검출","불검출","적합"
"26","조미건어포류","에히메현","2014-10-20","800","불검출","불검출","적합"
"27","수산물가공품","아이치현","2014-10-03","10,000","불검출","불검출","적합"
"28","혼합제제","가나가와현","2014-10-17","200","불검출","불검출","적합"
"29","합성착향료","가나가와현","2014-10-20","2","불검출","불검출","적합"
"30","합성착향료","가나가와현","2014-10-20","2","불검출","불검출","적합"
"31","청주","니가타현","2014-09-25","24,840","불검출","불검출","적합"
"32","즉석조리식품","가가와현","2014-10-25","4,992","불검출","불검출","적합"
"33","과자(쿠키)","도쿠시마현","2014-10-01","693.62","불검출","불검출","적합"
"34","가공소금","도쿄도","2014-10-15","10.8","불검출","불검출","적합"
"35","가공소금","도쿄도","2014-10-15","10.08","불검출","불검출","적합"
"36","탄산칼슘","오카야마현","2014-10-17","18,000","불검출","불검출","적합"
"37","혼합제제","효고현","2014-10-22","51","불검출","불검출","적합"
"38","당류가공품","오키나와현","2014-10-22","34.2","불검출","불검출","적합"
"39","당류가공품","오키나와현","2014-10-22","36","불검출","불검출","적합"
"40","당류가공품","오키나와현","2014-10-22","120","불검출","불검출","적합"
"41","당류가공품","오키나와현","2014-10-22","67.2","불검출","불검출","적합"
"42","당류가공품","오키나와현","2014-10-22","600","불검출","불검출","적합"
"43","향미유","사이타마현","2014-10-14","2,846","불검출","불검출","적합"
"44","재제소금
(재제조소금)","오키나와현","2014-10-21","180","불검출","불검출","적합"
"45","혼합제제","오사카부","2014-10-29","60","불검출","불검출","적합"
"46","혼합제제","야마가타현","2014-10-06","1,850","불검출","불검출","적합"
"47","음료베이스","오키나와현","2014-06-05","500","불검출","불검출","적합"
"48","양배추/신선,냉장","대한민국","2014-10-08","18,000","불검출","불검출","적합"
"49","혼합제제","효고현","2014-10-24","34","불검출","불검출","적합"
"50","혼합제제","효고현","2014-10-27","34","불검출","불검출","적합"
"51","혼합제제","효고현","2014-10-27","34","불검출","불검출","적합"
"52","혼합제제","오사카부","2014-10-21","300","불검출","불검출","적합"
"53","과자(스낵과자)","기후현","2014-10-16","104","불검출","불검출","적합"
"54","과자(스낵과자)","기후현","2014-10-16","104","불검출","불검출","적합"
"55","헤미셀룰라아제","효고현","2014-09-08","20","불검출","불검출","적합"
"56","과자(크래커)","아이치현","2014-09-29","12.5","불검출","불검출","적합"
"57","과.채가공품","훗카이도","2014-10-02","6.9","불검출","불검출","적합"
