"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"18","혼합제제","사이타마현","2014-10-22","70","불검출","불검출","적합"
"19","양조간장","지바현","2014-10-06","789.75","불검출","불검출","적합"
"20","양조간장","지바현","2014-10-03","631.8","불검출","불검출","적합"
"21","소스류","지바현","2014-09-09","528","불검출","불검출","적합"
"22","양조간장","지바현","2014-09-08","4,212","불검출","불검출","적합"
"23","자당지방산에스
테르","미에현","2014-09-08","3,600","불검출","불검출","적합"
"24","자당지방산에스
테르","미에현","2014-09-04","3,600","불검출","불검출","적합"
"25","폴리글리세린지
방산에스테르","미에현","2014-04-22","90","불검출","불검출","적합"
"26","소스류","지바현","2014-09-26","216.72","불검출","불검출","적합"
"27","소스류","지바현","2014-09-30","3,000","불검출","불검출","적합"
"28","소스류","군마현","2014-08-27","4,095","불검출","불검출","적합"
"29","과자(스낵과자)","아이치현","2014-10-07","417.6","불검출","불검출","적합"
"30","초콜릿가공품","도쿄도","2014-09-24","5.9","불검출","불검출","적합"
"31","과자(스낵과자)","아이치현","2014-10-14","703.8","불검출","불검출","적합"
"32","초콜릿가공품","도쿄도","2014-09-19","4.1","불검출","불검출","적합"
"33","캔디류(젤리)","아이치현","2014-10-17","162.72","불검출","불검출","적합"
"34","과자(스낵과자)","아이치현","2014-10-17","702","불검출","불검출","적합"
"35","탄산음료","오사카부","2014-10-03","2,100","불검출","불검출","적합"
"36","캔디류(젤리)","아이치현","2014-10-08","288","불검출","불검출","적합"
"37","캔디류(사탕)","아이치현","2014-10-08","187.2","불검출","불검출","적합"
"38","글리세린지방산
에스테르","효고현","2014-08-20","60","불검출","불검출","적합"
"39","과자(스낵과자)","고치현","2014-09-18","92.2","불검출","불검출","적합"
"40","국수","아이치현","2014-10-10","2,217.6","불검출","불검출","적합"
"41","맥주","구마모토현","2014-10-21","39,958.4","불검출","불검출","적합"
"42","된장","나가노현","2014-10-15","2,160","불검출","불검출","적합"
"43","즉석조리식품","가나가와현","2014-07-14","3,242.46","불검출","불검출","적합"
"44","청주","교토부","2014-10-08","11,232","불검출","불검출","적합"
"45","리큐르","지바현","2014-08-23","560","불검출","불검출","적합"
"46","글리세린지방산
에스테르","효고현","2014-09-24","405","불검출","불검출","적합"
"47","락타아제","시가현","2014-03-21","51","불검출","불검출","적합"
"48","혼합제제","효고현","2014-10-09","51","불검출","불검출","적합"
"49","혼합제제","효고현","2014-10-10","17","불검출","불검출","적합"
"50","혼합제제","효고현","2014-10-14","102","불검출","불검출","적합"
"51","과자(쿠키)","시즈오카현","2014-08-02","400","불검출","불검출","적합"
"52","혼합제제","효고현","2014-10-08","136","불검출","불검출","적합"
"53","혼합제제","효고현","2014-10-07","34","불검출","불검출","적합"
"54","혼합제제","효고현","2014-10-07","34","불검출","불검출","적합"
"55","혼합제제","효고현","2014-10-14","17","불검출","불검출","적합"
