"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","219","2,283,951","0","0","170","2,251,097","1","239","48","32,615"
"3.7","120","543,428","0","0","85","514,226","0","0","35","29,202"
"3.8","99","1,740,523","0","0","85","1,736,871","1","239","13","3,413"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
