"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"12","볶은커피","효고현","2017-01-20","25","불검출","불검출","적합"
"13","과자(비스킷)","효고현","2017-02-02","202","불검출","불검출","적합"
"14","볶은커피","효고현","2017-01-11","24","불검출","불검출","적합"
"15","과자(비스킷)","도쿠시마현","2017-03-21","450","불검출","불검출","적합"
"16","볶은커피","효고현","2017-03-16","24","불검출","불검출","적합"
"17","볶은커피","효고현","2017-03-17","24","불검출","불검출","적합"
"18","캔디류(사탕)","아이치현","2017-02-27","116","불검출","불검출","적합"
"19","초콜릿가공품","아이치현","2017-03-02","65","불검출","불검출","적합"
"20","청주","후쿠오카현","2017-04-03","104","불검출","불검출","적합"
"21","청주","후쿠오카현","2017-04-03","112","불검출","불검출","적합"
"22","혼합제제","사이타마현","2017-04-10","300","불검출","불검출","적합"
"23","캔디류(캐러멜)","도치기현","2016-12-01","3,074","불검출","불검출","적합"
"24","캔디류(사탕)","도야마현","2017-02-15","870","불검출","불검출","적합"
"25","곡류가공품","아이치현","2017-02-20","288","불검출","불검출","적합"
"26","복합조미식품","이바라키현","2017-02-17","29","불검출","불검출","적합"
"27","곡류가공품","후쿠시마현","2017-03-03","300","불검출","불검출","적합"
"28","청주","히로시마현","2017-02-09","540","불검출","불검출","적합"
"29","위스키","오사카부","2017-03-22","5,544","불검출","불검출","적합"
"30","기타주류","야마구치현","2017-03-08","45,360","불검출","불검출","적합"
"31","리큐르","와카야마현","2017-04-08","216","불검출","불검출","적합"
"32","리큐르","와카야마현","2017-04-08","86","불검출","불검출","적합"
"33","준초콜릿","오사카부","2017-03-30","470","불검출","불검출","적합"
"34","혼합제제","오사카부","2017-01-18","17","불검출","불검출","적합"
"35","혼합제제","오사카부","2017-04-06","50","불검출","불검출","적합"
"36","혼합제제","오사카부","2017-04-10","17","불검출","불검출","적합"
"37","혼합제제","오카야마현","2017-01-23","30","불검출","불검출","적합"
"38","혼합제제","오사카부","2017-04-06","17","불검출","불검출","적합"
"39","혼합제제","오사카부","2017-04-11","10","불검출","불검출","적합"
"40","혼합제제","오사카부","2017-04-07","17","불검출","불검출","적합"
"41","혼합제제","오사카부","2017-04-07","17","불검출","불검출","적합"
