"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"26","냉장갈치","야마구치현 2017-04-26","","50","불검출","불검출","적합"
"27","냉장병어","야마구치현 2017-04-26","","90","불검출","불검출","적합"
"28","냉장돔(황돔)","야마구치현 2017-04-26","","210","불검출","불검출","적합"
"29","냉장홍어","야마구치현 2017-04-26","","144","불검출","불검출","적합"
"30","활꼬막","후쿠오카현 2017-04-26","","1,140","불검출","불검출","적합"
"31","활게(털게)","홋카이도","2017-04-26","1,200","불검출","불검출","적합"
"32","냉장명태","홋카이도","2017-04-26","2,040","불검출","불검출","적합"
"33","냉장갈치","와카야마현 2017-04-26","","1,148","불검출","불검출","적합"
"34","냉장갈치","야마구치현 2017-04-26","","568","불검출","불검출","적합"
"35","냉장돔(황돔)","야마구치현 2017-04-26","","35","불검출","불검출","적합"
"36","냉장홍어","홋카이도","2017-04-26","980","불검출","불검출","적합"
"37","활가리비","홋카이도","2017-04-26","6,985","불검출","불검출","적합"
"38","활게(참게)","후쿠오카현 2017-04-26","","675","불검출","불검출","적합"
"39","활돔(돌돔)","나가사키현 2017-04-26","","810","불검출","불검출","적합"
"40","활가리비","홋카이도","2017-04-26","7,411","불검출","불검출","적합"
"41","활돔(벵에돔)","사가현","2017-04-26","1,125","불검출","불검출","적합"
