"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","126,514","-","-","-"
"1","활돔(참돔)","에히메현","2017-04-27","4,373","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-04-27","15,524","불검출","불검출","적합"
"3","냉장방어(잿방어)","후쿠오카현 2017-04-27","","24","불검출","불검출","적합"
"4","냉장 전 갱이 ( 흑 점
줄전갱이)","후쿠오카현 2017-04-27","","6","불검출","불검출","적합"
"5","냉장돔(금눈돔)","후쿠오카현 2017-04-27","","14","불검출","불검출","적합"
"6","냉장돔(벤자리)","후쿠오카현 2017-04-27","","6","불검출","불검출","적합"
"7","냉동 가 리비 ( 외 투
막)","홋카이도","2017-04-27","13,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2017-04-27","13,889","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2017-04-27","1,499","불검출","불검출","적합"
"10","냉장갈치","와카야마현 2017-04-27","","980","불검출","불검출","적합"
"11","냉장갈치","와카야마현 2017-04-27","","1,088","불검출","불검출","적합"
"12","냉장돔(감성돔)","와카야마현 2017-04-27","","176","불검출","불검출","적합"
"13","냉장돔(황돔)","야마구치현 2017-04-27","","135","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2017-04-27","2,022","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-04-27","1,236","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-04-27","1,084","불검출","불검출","적합"
"17","냉장대구","홋카이도","2017-04-27","1,510","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2017-04-27","3,910","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현 2017-04-27","","570","불검출","불검출","적합"
"20","냉장준치","후쿠오카현 2017-04-27","","460","불검출","불검출","적합"
"21","냉장돔(황돔)","후쿠오카현 2017-04-27","","120","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-04-27","264","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-04-27","3,081","불검출","불검출","적합"
"24","냉장대구","홋카이도","2017-04-27","590","불검출","불검출","적합"
"25","냉장고등어","나가사키현 2017-04-27","","4,320","불검출","불검출","적합"
