"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","자당지방산에스테르","시가현","2016-07-13","300","불검출","불검출","적합"
"15","냉면","나가노현","2016-08-17","500","불검출","불검출","적합"
"16","국수","아이치현","2016-08-03","2,218","불검출","불검출","적합"
"17","카레","나라현","2016-07-13","400","불검출","불검출","적합"
"18","빵류(케이크)","야마나시현","2016-08-21","79","불검출","불검출","적합"
"19","유탕면류","기후현","2016-07-06","18","불검출","불검출","적합"
"20","소스류","지바현","2016-07-15","1,231","불검출","불검출","적합"
"21","향신료조제품(고추
냉이가공품)","사이타마현","2016-08-10","1,680","불검출","불검출","적합"
"22","빵류(케이크)","돗토리현","2016-08-19","4,092","불검출","불검출","적합"
"23","맥주","ETC","2016-07-01","195,494","불검출","불검출","적합"
"24","혼합제제","오사카부","2016-08-23","15","불검출","불검출","적합"
"25","농산물조림","야마가타현","2016-08-06","1,200","불검출","불검출","적합"
"26","캔디류(캐러멜)","나라현","2016-08-12","372","불검출","불검출","적합"
"27","수산물가공품","미야자키현","2016-08-18","220","불검출","불검출","적합"
"28","혼합제제","오사카부","2016-08-22","500","불검출","불검출","적합"
"29","혼합제제","오카야마현","2016-08-22","60","불검출","불검출","적합"
"30","맥주","후쿠오카현","2016-07-29","48,500","불검출","불검출","적합"
"31","청주","사이타마현","2016-08-10","1,620","불검출","불검출","적합"
"32","빵류(케이크)","야마나시현","2016-08-18","91","불검출","불검출","적합"
"33","빵류(케이크)","야마나시현","2016-08-20","8","불검출","불검출","적합"
"34","혼합제제","오사카부","2016-06-14","10","불검출","불검출","적합"
"35","드레싱","사가현","2016-06-02","360","불검출","불검출","적합"
"36","수산물가공품","훗카이도","2016-08-25","750","불검출","불검출","적합"
"37","수산물조림","아오모리현","2016-06-08","35","불검출","불검출","적합"
"38","커피/건조","콜롬비아","2016-04-12","9,800","불검출","불검출","적합"
"39","소스류","에히메현","2016-08-08","480","불검출","불검출","적합"
"40","과자(웨이퍼)","아이치현","2016-08-08","137","불검출","불검출","적합"
"41","양조간장","지바현","2016-07-01","13,478","불검출","불검출","적합"
"42","볶은커피","미에현","2016-07-12","84","불검출","불검출","적합"
"43","카레","나가노현","2016-08-01","500","불검출","불검출","적합"
"44","캔디류(사탕)","아이치현","2016-08-24","396","불검출","불검출","적합"
"45","카레","니가타현","2016-07-13","800","불검출","불검출","적합"
"46","자당지방산에스테르","시가현","2016-08-01","1,300","불검출","불검출","적합"
"47","캔디류(사탕)","아이치현","2016-08-24","600","불검출","불검출","적합"
