"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","53,215.8","-","-","-"
"1","활가리비","홋카이도","2016-09-09","7,000","불검출","불검출","적합"
"2","냉동개아지살
(가리비,자숙)","홋카이도","2016-09-09","240","불검출","불검출","적합"
"3","냉장돔(황돔)","나가사키현","2016-09-09","555","불검출","불검출","적합"
"4","냉장갈치","후쿠오카현","2016-09-09","540","불검출","불검출","적합"
"5","냉장돔(참돔)","후쿠오카현","2016-09-09","176","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2016-09-09","510","불검출","불검출","적합"
"7","냉장갈치","오이타현","2016-09-09","1,301","불검출","불검출","적합"
"8","냉장돔(참돔)","나가사키현","2016-09-09","152","불검출","불검출","적합"
"9","냉장돔(황돔)","나가사키현","2016-09-09","168","불검출","불검출","적합"
"10","냉장민어
(수조기)","야마구치현","2016-09-09","48","불검출","불검출","적합"
"11","냉장준치","구마모토현","2016-09-09","357","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-09-09","6,650","불검출","불검출","적합"
"13","냉장갈치","오이타현","2016-09-09","325","불검출","불검출","적합"
"14","활꼬막","사가현","2016-09-09","2,000","불검출","불검출","적합"
"15","냉동다랑어
(눈다랑어,목살,횟감)","대서양","2016-09-09","80","불검출","불검출","적합"
"16","냉동다랑어
(눈다랑어,목살,횟감)","태평양","2016-09-09","530","불검출","불검출","적합"
