"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","55,595","-","-","-"
"1","활가리비","홋카이도","2016-09-12","7,300","불검출","불검출","적합"
"2","냉동다랑어
(남방참다랑어)","태평양","2016-09-12","4,159","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-09-12","2,922","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-09-12","1,950","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-09-12","2,834","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-09-12","7,682","불검출","불검출","적합"
"7","냉장돔(황돔)","나가사키현","2016-09-12","64","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-09-12","1,315","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-09-12","3,900","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-09-12","3,887","불검출","불검출","적합"
"11","냉장대구","홋카이도","2016-09-12","240","불검출","불검출","적합"
"12","냉장대구","홋카이도","2016-09-12","250","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-09-12","6,957","불검출","불검출","적합"
"14","활꼬막","사가현","2016-09-12","4,000","불검출","불검출","적합"
"15","활꼬막","사가현","2016-09-12","2,880","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-09-12","2,076","불검출","불검출","적합"
