"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","106,667","-","-","-"
"1","활돔(참돔)","에히메현","2016-09-13","9,782","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-09-13","7,475","불검출","불검출","적합"
"3","활돔(참돔)","구마모토현","2016-09-13","9,743","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-09-13","7,360","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-09-13","7,220","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-09-13","9,171","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-09-13","2,936","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-09-13","170","불검출","불검출","적합"
"9","냉장돔(황돔)","나가사키현","2016-09-13","196","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-09-13","1,296","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2016-09-13","600","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-09-13","3,705","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-09-13","1,824","불검출","불검출","적합"
"14","냉장대구","홋카이도","2016-09-13","210","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-09-13","3,692","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-09-13","1,824","불검출","불검출","적합"
