"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","37,268","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-06-28","791","불검출","불검출","적합"
"2","냉동새치(녹새치)","대서양","2016-06-28","444","불검출","불검출","적합"
"3","냉동개복치(F)","대서양","2016-06-28","5,188","불검출","불검출","적합"
"4","냉동돔(황돔)","나가사키현","2016-06-28","2,630","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-06-28","543","불검출","불검출","적합"
"6","냉장준치","구마모토현","2016-06-28","287","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-06-28","1,136","불검출","불검출","적합"
"8","냉장갈치","에히메현","2016-06-28","490","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-06-28","1,800","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-06-28","1,074","불검출","불검출","적합"
"11","냉장대구","홋카이도","2016-06-28","890","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-06-28","1,800","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-06-28","1,074","불검출","불검출","적합"
"14","냉장대구","홋카이도","2016-06-28","910","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-06-28","212","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-06-28","1,950","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2016-06-28","1,528","불검출","불검출","적합"
