"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","163,315","-","-","-"
"1","활돔(참돔)","에히메현","2016-06-29","2,801","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-06-29","6,545","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-06-29","9,142","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-06-29","7,100","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,목살)","대서양","2016-06-29","1,280","불검출","불검출","적합"
"6","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-06-29","344","불검출","불검출","적합"
"7","냉동다랑어
(남방참다랑어)","대서양","2016-06-29","4,094","불검출","불검출","적합"
"8","활돔(돌돔)","나가사키현","2016-06-29","626","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-06-29","6,638","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-06-29","1,800","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-06-29","2,056","불검출","불검출","적합"
"12","냉장대구","홋카이도","2016-06-29","70","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-06-29","196","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-06-29","1,800","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-06-29","2,068","불검출","불검출","적합"
"16","냉장대구","홋카이도","2016-06-29","70","불검출","불검출","적합"
"17","냉장갈치","에히메현","2016-06-29","460","불검출","불검출","적합"
