"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"18","냉장갈치","와카야마현","2016-06-29","1,056","불검출","불검출","적합"
"19","냉동멸치","오사카부","2016-06-29","24,000","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-06-29","3,913","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2016-06-29","1,824","불검출","불검출","적합"
"22","냉장준치","효고현","2016-06-29","416","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2016-06-29","3,665","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-06-29","1,932","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-06-29","380","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2016-06-29","1,408","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-06-29","1,200","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2016-06-29","1,446","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-06-29","8,041","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-06-29","7,114","불검출","불검출","적합"
"31","냉장갈치","와카야마현","2016-06-29","824","불검출","불검출","적합"
"32","냉장갈치","에히메현","2016-06-29","200","불검출","불검출","적합"
"33","활돔(벵에돔)","사가현","2016-06-29","1,493","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-06-29","7,269","불검출","불검출","적합"
"35","활가리비","홋카이도","2016-06-29","7,956","불검출","불검출","적합"
