"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","208","1,662,267","1","1,380","191","1,641,573","0","0","16","19,313"
"8.28","97","1,136,869","0","0","86","1,117,954","0","0","11","18,915"
"8.29","111","525,398","1","1,380","105","523,619","0","0","5","398"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
