"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","9건","-","-","327,841","-","-","-"
"1","냉동새치(청새치)","키리바시","2014-09-15","428","불검출","불검출","적합"
"2","냉동새치(청새치)","키리바시","2014-09-15","231","불검출","불검출","적합"
"3","냉동가자미(각시가자미) 미국","","2014-09-15","106,992","불검출","불검출","적합"
"4","냉동꽁치","대만","2014-09-15","98,670","불검출","불검출","적합"
"5","냉동꽁치","대만","2014-09-15","48,481","불검출","불검출","적합"
"6","염장큰실말","통가","2014-09-15","16,800","불검출","불검출","적합"
"7","냉동가자미(각시가자미) 러시아","","2014-09-15","24,000","불검출","불검출","적합"
"8","냉동명태","러시아","2014-09-15","21,000","불검출","불검출","적합"
"9","냉동상어(귀상어)","중국","2014-09-15","11,239","불검출","불검출","적합"
