"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","19건","-","-","61,318","-","-","-"
"1","활돔(참돔)","구마모토현","2014-09-15","6,602","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2014-09-15","10,312","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-09-15","7,000","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2014-09-15","8,584","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,목살)","태평양","2014-09-15","3,580","불검출","불검출","적합"
"6","냉동다랑어
(눈다랑어,F,횟감)","태평양","2014-09-15","2,089","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2014-09-15","2,200","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2014-09-15","6,158","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2014-09-15","1,544","불검출","불검출","적합"
"10","냉장갈치","오이타현","2014-09-15","265","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2014-09-15","560","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-09-15","255","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2014-09-15","1,368","불검출","불검출","적합"
"14","냉장준치","구마모토현","2014-09-15","917","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2014-09-15","560","불검출","불검출","적합"
"16","냉장명태","홋카이도","2014-09-15","3,096","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2014-09-15","4,488","불검출","불검출","적합"
"18","활장어(먹장어)","후쿠오카현","2014-09-15","900","불검출","불검출","적합"
"19","활게(참게)","오이타현","2014-09-15","840","불검출","불검출","적합"
