"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","127,560","-","-","-"
"1","염장어란
(
연어알캐비아대용
,
)","홋카이도","2016-04-20","100","불검출","불검출","적합"
"2","활돔 참돔(
)","나가사키현","2016-04-20","6,238","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-04-20","8,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-04-20","7,840","불검출","불검출","적합"
"5","냉동다랑어
(
남방참다랑어
)","인도양","2016-04-20","5,097","불검출","불검출","적합"
"6","냉동다랑어
(
눈다랑어 목살
,
)","대서양","2016-04-20","1,370","불검출","불검출","적합"
"7","냉동다랑어
(
눈다랑어 횟감
,F,
)","대서양","2016-04-20","1,442","불검출","불검출","적합"
"8","냉동새치 녹새치
(
)","대서양","2016-04-20","945","불검출","불검출","적합"
"9","냉동상어
(
청상아리
)","대서양","2016-04-20","7,176","불검출","불검출","적합"
"10","냉동기름치","대서양","2016-04-20","11,214","불검출","불검출","적합"
"11","냉동개복치(F)","대서양","2016-04-20","1,786","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-04-20","3,040","불검출","불검출","적합"
"13","냉장대구","홋카이도","2016-04-20","60","불검출","불검출","적합"
"14","냉장준치","구마모토현","2016-04-20","192","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2016-04-20","100","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-04-20","3,181","불검출","불검출","적합"
