"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","63,488","-","-","-"
"1","활장어 먹장어
(
)","시마네현","2016-04-21","1,323","불검출","불검출","적합"
"2","냉동멸치","오사카부","2016-04-21","24,000","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-04-21","954","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2016-04-21","1,776","불검출","불검출","적합"
"5","냉장준치","구마모토현","2016-04-21","176","불검출","불검출","적합"
"6","냉장가오리","야마구치현","2016-04-21","70","불검출","불검출","적합"
"7","냉장홍어","야마구치현","2016-04-21","190","불검출","불검출","적합"
"8","냉장갑오징어","후쿠오카현","2016-04-21","1,208","불검출","불검출","적합"
"9","냉장갈치","야마구치현","2016-04-21","385","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-04-21","984","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-04-21","2,373","불검출","불검출","적합"
"12","냉장갈치","에히메현","2016-04-21","128","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-04-21","544","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-04-21","5,166","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-04-21","6,960","불검출","불검출","적합"
"16","냉장준치","구마모토현","2016-04-21","161","불검출","불검출","적합"
