"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","416","992,915","0","0","348","963,473","4","1,797","64","27,645"
"4.18","75","65,729","0","0","62","61,763","1","810","12","3,156"
"4.19","123","236,689","0","0","109","233,102","3","987","11","2,601"
"4.20","98","438,366","0","0","77","429,738","0","0","21","8,628"
"4.21","120","252,131","0","0","100","238,870","0","0","20","13,260"
"","","","","","","","","","",""
